Date,Zodiak,Horoscope
13.06.2014,Козерог,"
Основная активность будет поджидать вас начиная с полудня. Причём активность может быть как в профессиональных, так и в личных делах. Высок шанс на успех романтической авантюры.  Это время прекрасно подходит для занятий спортом, прогулок на свежем воздухе и вообще, любого активного времяпрепровождения.
"
14.06.2014,Козерог,"
Природная осторожность, осмотрительность и возросшие интеллектуальные способности смогут уберечь вас  от неприятностей в начале дня. Но всё это не спасёт вас от возможных семейных конфликтов на материальной почве, так что воздержитесь от лишних денежных трат.
"
15.06.2014,Козерог,"
Ваше внимание может потребоваться некоторым практическим делам в семье, быту или коллективе.  Шанс на конфликт невысок, но звёзды советуют вам проявлять больше спокойствия и осмотрительности при общении. Кроме того, вы найдёте возможность немножко отдохнуть, даже несмотря на сложившуюся ситуацию.
"
16.06.2014,Козерог,"
 От Козерогов скорее потребуется напряженное выполнение своих  обязанностей, чем составление новых планов или проявление творческой активности. Не стоит в это время заниматься экспериментами.  Постарайтесь улучшить свои отношения с коллегами - от этого во многом зависит успех вашей деятельности.
"
17.06.2014,Козерог,"
День для вас удачен в плане проведения разнообразных сделок, причём как в личных, так и в профессиональных целях. Покупка вещей, связанных с искусством, питанием или бытовым комфортом будет успешна в любом случае,  но что касается техники, то тут могут обнаружиться некоторые «подводные камни».
"
18.06.2014,Козерог,"
Козероги не смогут устоять перед желанием  общения с любимым человеком, да и обстоятельства будут этому способствовать. Впечатления от романтической прогулки или от другого совместного мероприятия будут исключительно положительными. Что касается домашней рутины, то полностью избежать её не получится, но и слишком много сил она не отнимет.
"
19.06.2014,Козерог,"
Некоторая скрытность не помешает Козерогам добиться успеха в задуманных мероприятиях, да и всякие мелкие неприятности тоже не смогут их остановить.  В финансовой сфере возможны приятные неожиданности, которые ещё и могут вызвать небольшой рост благосостояния.
"
20.06.2014,Козерог,"
Козерогам представится шанс  переманить домочадцев на свою сторону, даже если они до этого были её категорическими противниками.  Обстоятельства, ваши убедительные речи или действительно отличные перспективы - не важно что окажет решающее воздействие. Так что смело приступайте к обсуждению важных семейных вопросов.
"
21.06.2014,Козерог,"
Сосредоточьте все свои силы на тщательно спланированной активной деятельности  и феноменальный успех будет у вас в кармане. В семейных делах лучше не бояться проявлять тёплых чувств по отношению к близким, ведь от вас им нужно именно это.
"
22.06.2014,Козерог,"
 Сегодня ознаменуется для Козерогов неожиданным ростом адаптивности и интуиции -перестанут раздражать некоторые бытовые неудобства, которые волновали их раньше. Интуитивное осознание правильной модели поведения в быту и на работе тоже будет весьма характерным качеством.
"
23.06.2014,Козерог,"
Фортуна в целом благоприятна к Козерогам -обнаружатся многочисленные положительные возможности в переговорах, обучении, неформальных контактах. Даже небольшие проблемы с семьёй и сложности в общении с родителями не смогут испортить ваше хорошее настроение.
"
24.06.2014,Козерог,"
Любые демонстративные действия Козерогов обязательно будут результативными. Игра на личную популярность, реклама своих талантов, отстаивание политической или какой-либо  иной позиции - всё это найдёт свой круг зрителей и ценителей. Но к вечеру неизбежно возвращение к обычной рабочей рутине.
"
25.06.2014,Козерог,"
В общении с деловыми партнёрами вам не стоит слишком уж зацикливаться на работе - постарайтесь поднять другие, менее важные темы.  Неплохой идеей будет перевести разговор в более неформальное русло - для установления благоприятного климата в коллективе это пойдёт на пользу.
"
26.06.2014,Козерог,"Сегодняшний день будет стимулировать ваши природные склонности к порядку и систематичности.  Так что проработка дальнейшего плана действия и приведения в порядок документации будет весьма лёгкой и необременительной, как, впрочем, и обычная рутинная деятельность.
"
27.06.2014,Козерог,"
 День весьма удачен в плане налаживания новых и укрепления старых контактов. Любая новая деятельность, особенно коллективная и неформальная, обещает быть успешной, хотя может и столкнуться с начальными материальными трудностями. Что касается семейных отношений, то тут проблемы будут обходить вас стороной.
"
28.06.2014,Козерог,"
Социальное взаимодействие выйдет для Козерогов на первый план - расширится круг знакомств, улучшатся отношения в коллективе и семье. Особой результативностью будет сопровождаться работа, связанная с путешествиями, литературой и образованием
"
29.06.2014,Козерог,"
Козероги, будьте готовы рисковать - это может понадобиться для достижения необходимого результата.  Разнообразные мелкие неприятности будут периодически пытаться выбить вас из привычной колеи, но у них это не получится. Но вот дальних поездок  всё-таки лучше избегать.
"
30.06.2014,Козерог,"
Фортуна подбросит Козерогам шанс значительно укрепить свой профессиональный авторитет за счёт успешного решения множества возникающих рабочих задач. Новые проекты лучше пока не начинать, но завершение текущих дел уже не за горами и принесёт значительную финансовую выгоду.
"
10.07.2014,Козерог,"
Козероги сегодня придут к выводу, что им пора менять методы действия. Сегодня вы сможете начать проявлять себя более открыто, чем было прежде, и это вселит в вас необыкновенное чувство подъема и уверенности в своих силах. Возможно, что с помощью своего поклонника или единомышленника, вы сможете узнать неожиданные вести о своем конкуренте. К вечеру возможно усиление вспыльчивости и раздражительности.
"
11.07.2014,Козерог,"
Козероги сегодня станут более активными, энергичными и любопытными, чем раньше. Вы с восторгом будете впитывать в себя информацию из окружающего мира, и прислушиваться к новостям. Сегодня возможны разочарования в знакомых людях, а изменчивость вашего строения повлияет и на ваши планы.
"
12.07.2014,Козерог,"
Козероги сегодня будут довольно спокойно относиться ко всем недостаткам своих близких и коллег, а потому никаких острых и бурных конфликтов не предвидится. Между вами и вашей второй половинкой установятся теплые и доверительные отношения, а общение с деловыми партнерами перейдет в более дружескую, почти родственную стадию.
"
13.07.2014,Козерог,"
Козерогов могут слегка удивить последствия их более ранних действий, но при этом нельзя сказать, что результат не будет позитивным. Сегодня вы очень зависимы от настроения окружающих, а потому постарайтесь избегать негативно настроенных людей. Ближе к вечеру у вас появятся новые возможности для проявления себя в творчестве, спорте или бизнесе.
"
14.07.2014,Козерог,"
Козерогам сегодня лучше не взваливать на свои плечи ответственность за долговременные проекты и масштабные задачи. Сегодня ваш конек - это небольшие дела, которые можно решить легко и быстро, не прибегая к сложным планам. Огромное удовольствие вам доставит общение с друзьями и единомышленниками.
"
15.07.2014,Козерог,"
Козероги в этот день будут испытывать небольшие проблемы материального характера. Несмотря на то, что ничего катастрофического эти проблемы вам не обещают, вы сосредоточите все силы на том, чтобы исправить ситуацию.  Сегодня не стоит распыляться на ненужные мелочи и необязательные занятия - сосредоточьтесь только на том, что поможет вам достигнуть главной цели.
"
16.07.2014,Козерог,"
Козероги сегодня будут постоянно получать сигналы от своего организма, демонстрирующие его реакцию на ваши поступки. Прислушайтесь к ним, и при необходимости, посетите врача. В этот день на ваше поведение и настроение будут влиять не столько внешние факторы, сколько внутренняя гармония и отношения с самыми близкими людьми.
"
17.07.2014,Козерог,"
Козерогам в этот день с утра смогут доверять абсолютно все родные и близкие люди. Если в первой половине дня вы не обманете их ожиданий, то вечером на смену ответственности и обязательности придет желание ввязаться в какую-нибудь авантюру. Попробуйте удержать себя от участия в рискованных мероприятиях, иначе последствия будут непредсказуемыми.
"
18.07.2014,Козерог,"
Финансовое положение Козерогов сегодня будет напрямую зависеть от того, насколько крепки и прочны их связи с окружающими людьми. В этот день вы сможете без труда добывать нужную информацию, и заключать выгодные сделки. Необдуманная трата денег может нанести брешь по вашему бюджету.
"
19.07.2014,Козерог,"
Козерогам в этот день стоит более осторожно и осмотрительно подходить к разработке планов и проектов - одна-единственная ошибка может стоить вам карьеры. Внимательно отнеситесь к покупкам в магазине - существует риск обмана или приобретения некачественного товара.
"
20.07.2014,Козерог,"
Водолеям в этот день следует ограничить круг деловых контактов до минимума, так как пришла пора отдохнуть и расслабиться. Погуляйте с детьми, проведите время с друзьями, и забудьте на время о работе и бизнесе. Если вы сильно устаете, то это повод немного пересмотреть свой режим.
"
21.07.2014,Козерог,"
Козероги в этот день станут придерживаться принципа умеренности во всем, начиная от еды, и заканчивая денежными расходами. Инициатива полезная, но все же чрезмерно таким самоограничением лучше не увлекаться. Сегодня очень удачный период для общения с близкими родственниками, так что не забудьте их навестить.
"
22.07.2014,Козерог,"
Козерогов с самого утра начнут посещать простые и гениальные идеи по поводу улучшения быта в своем доме. Если вы уверены в том, что ваши планы понравятся всем членам семьи, то можете смело приступать к их осуществлению. В крайнем случае, всегда можно собрать общий семейный совет и узнать мнение домочадцев. Совместный труд объединяет, а потому не стесняйтесь привлекать к работе по обустройству быта всех членов своей семьи.
"
23.07.2014,Козерог,"
В этот день Козероги смогут наладить отношения со своими близкими людьми, вызвать их на откровенный разговор и найти компромисс, который примирит обе стороны. Сейчас удачное время для украшения своего жилища, так как вы способны проявить настоящий дизайнерский талант и создать неповторимый интерьер.
"
24.07.2014,Козерог,"
У Козерогов сегодня будет крайне тяжелый финансовый период. Не исключена возможность возникновения необходимости срочных материальных затрат, а родственники, к которым вы обратитесь за помощью, ответят вам агрессией и грубостью. Впрочем, вы все равно найдете выход из ситуации, зато впоследствии будете знать, к кому не стоит обращаться в критическом положении.
"
25.07.2014,Козерог,"
Козероги сегодня способны прекрасно сдерживать свои эмоции, что, впрочем, может не понравиться вашей второй половине, которой покажется, что вы стали слишком холодны и отстраненны. Постарайтесь убедить ее в том, что любите по-прежнему, и тогда в ваших отношениях вновь воцарится мир и покой.
"
26.07.2014,Козерог,"
Козерогов в начале дня вряд ли ожидает прилив энергии и жизненной активности, а потому не торопитесь включаться в работу. В первой половине дня необходимо по возможности завершить все текущие дела, и только потом приниматься за что-то новое. После полудня вы с удовольствием включитесь в привычную повседневную деятельность. Сегодня подходящий день для того чтобы заняться закаливанием, укреплением своего здоровья.
"
27.07.2014,Козерог,"
Козерогам в этот день необходимо использовать все возможности для того чтобы приобрести как можно больше полезных связей. Сегодня возможно установление дружеских или приятельских отношений с начальником, который не откажется в случае чего, и похлопотать за вас. В этот день чувствуется хорошее расположение к вам коллег.
"
28.07.2014,Козерог,"
Миролюбивым Козерогам, желающим работать над совместным проектом с симпатичным человеком, лучше не залеживаться с утра в постели, иначе ваши планы могут грубым образом нарушить. Если же вы уже давно работаете с напарником, то сегодня существует возможность его замены. Смириться с новым товарищем вам будет непросто, но в итоге вы даже сможете найти общий язык.
"
29.07.2014,Козерог,"
Козерогу и его партнеру сегодня будет значительно легче договориться и понять друг друга в том случае, если определенные рамки и допустимые границы поведения были установлены заранее. Если же ни о чем подобном вы не договаривались, то остается только искать допустимый компромисс.
"
30.07.2014,Козерог,"
Начинать новые свершения Козерогам сегодня точно не стоит, зато не мешало бы завершить все старые дела. Сегодня вы будете пытаться отстоять свое мнение по любому поводу, и в итоге вашей второй половинке это может надоесть. Держите свои чувства под контролем, и не позволяйте себе выплескивать их на партнера.
"
31.07.2014,Козерог,"
Козероги на протяжении всего дня будут ощущать прилив энергии, однако, куда ее приложить, они так и не придумают. Попробуйте заняться облагораживанием своего дома или участка, а также подуте над дополнительными возможностями заработка. Заводить новые контакты сегодня вам не стоит - существует риск нарваться на подлого и двуличного человека.
"
1.08.2014,Козерог,"
Сегодня  Козерогам стоит проявить инициативу и перетянуть всю ответственность на себя, если, конечно, вы хотите, чтобы ваши планы осуществились в полной мере. И неважно, чего это касается  работы, семьи или чего-то еще. С самого начала возможен небольшой ступор, но это ни в коем случае не должно стать препятствием для вас. 
"
2.08.2014,Козерог,"
В начале дня все дороги открыты для Козерогов  вы можете учиться, путешествовать, совершенствоваться, все у вас будет получаться легко и непринуждённо. Сегодня вы примете несколько важных решений, и они будут действительно верными. Во второй половине дня стоит держать под контролем семейное спокойствие, которое может быть с легкостью нарушено.
"
3.08.2014,Козерог,"
Звезды советуют Козерогам сегодня  не ограничивать себя в необходимых вещах. Возможно, чтобы стабилизировать свое финансовое положение, вам придется слегка урезать свои расходы, но это можно делать не сегодня. Оправданными в этот день будут такие качества, как скрупулезность, дотошность и умение не упускать мелочи из виду.
"
4.08.2014,Козерог,"
День принесет Козерогам много неожиданностей, есть вероятность получить непредсказуемое известие. В любовном плане вам захочется новых ощущений и неизведанных желаний, поэтому не исключены некоторые изменения, перед которыми следует тщательно подумать и все взвесить. Небольшие препятствия или элементарные сомнения могут нарушить ваши планы, и заставить вас отложить сей шаг.
"
5.08.2014,Козерог,"
Если Козероги задумали обновить интерьер в доме или квартире - сегодня самый подходящий день!  Не скупитесь, дорогие покупки оправдают себя. Если у вас возникают какие-либо проблемы - не начинайте сразу паниковать, у вас есть родные и близкие, которые с радостью помогут вам справиться со всеми неприятностями. Перестановка в доме определенно поможет вам отдохнуть от накопившихся дел. Есть вероятность устроить и личную жизнь.
"
6.08.2014,Козерог,"
Сегодняшний день  пройдет у Козерогов в разногласиях с конкурентами, но не реагируйте на происходящее слишком сильно, это не поможет вам. Учтите, что не только мнение одного человека верно, ведь все люди уникальны. Утро дастся вам тяжело, но к вечеру напряжение трудного дня отступит, и вы начнете относиться ко всему более миролюбиво. 
"
7.08.2014,Козерог,"
В этот день Козерогам не рекомендуется браться за дела, которые требуют максимальной точности и сосредоточенности, например задачи на логику, точные подсчеты. Без крайней необходимости лучше не вести деловые переговоры и не назначать официальных встреч, они сегодня могут пойти не по вашему сценарию и нарушить ваши планы. 
"
8.08.2014,Козерог,"
Сегодня у Козерогов все должно быть под контролем, в ином случае могут возникнуть проблемы в профессиональной сфере, ссоры с друзьями. Вам следует настроиться на положительный лад с самого утра и пытаться быть позитивными на протяжении всего дня. Не будьте слишком резкими или грубыми с любимым человеком, это может оскорбить его чувства. 
"
9.08.2014,Козерог,"
Козероги сегодня генерируют замечательные идеи, которыми всерьез заинтересуются коллеги. Попробуйте себя в новом виде деятельности, у вас обязательно все получится, но не стоит выбирать финансовую сферу, там вам успеха не добиться. День отлично подходит для общения с животными, пушистые друзья зарядят вас позитивом на весь день.
"
1.10.2014,Козерог,"
Сегодня Козерогам предстоит мучительно искать компромисс между делами семьи и работой. Вы блестяще справитесь с этой задачей, если заблаговременно заручитесь поддержкой своих сослуживцев.
"
2.10.2014,Козерог,"
Козерогам сегодня не стоит поддаваться спешке и суете. Работа, которую вы будете выполнять, требует серьёзного и основательного подхода. Только поздним вечером вы сможете облегчённо вздохнуть и дать наконец себе право на отдых.
"
3.10.2014,Козерог,"
В этот день Козероги смогут решить массу практических задач, если отнесутся к ним с определённой долей творчества. Не бойтесь просить помощи у своих коллег. Все свои новаторские идеи оформите документально и предложите на рассмотрение руководству.
"
4.10.2014,Козерог,"
Козероги посвятят свой выходной помощи младшему коллеге. Родные будут недовольны вашим отсутствием в домашних стенах, а потому вечером вас ожидает скандал и громкие выяснения отношений.
"
5.10.2014,Козерог,"
Козероги к концу сегодняшнего дня окажутся в полной власти тоски и уныния. Осенняя слякоть за окном начнёт вас сильно раздражать, но ещё большее недовольство у вас вызовет необходимость выполнять многочисленные дела по дому.
"
6.10.2014,Козерог,"
Настроение Козерогов в первой половине дня поспособствует продуктивной работе. После полудня вам не захочется особо усердствовать в делах. Не исключено, что последние служебные часы вы предадитесь откровенному безделью.
"
7.10.2014,Козерог,"
Козерогам сегодня предстоит в корне пересмотреть условия своего давнего сотрудничества. Вначале компрометирующая информация о партнёрах будет воспринята вами в штыки, вслед за чем вы усиленно займётесь поисками выхода из создавшейся ситуации.
"
8.10.2014,Козерог,"
Козерогам лучше всего в этот день воздержаться от необоснованной критики в адрес коллег по работе. Любое замечание, сказанное вам безо всякого злого умысла, может быть истолковано как начало открытого противоборства.
"
9.10.2014,Козерог,"
Козероги   станут инициаторами всевозможных авантюр и рискованных проектов. Идея, которая возникнет у вас с самого утра, уже во второй половине дня найдёт много союзников. Прежде, чем осуществлять этот безумный проект, трезво оцените свои реальные возможности.
"
1.11.2014,Козерог,"
Утро этого дня обманет Козерогов своим видимым спокойствием. Ближе к полудню вам станет очевидно, что неопределённость, суета и море непредсказуемых событий - вот что вместо отдыха ожидает вас в эту субботу.
"
2.11.2014,Козерог,"
Для Козерогов  станет одним из самых обычных дней, когда хочется сделать многое, а сил хватает лишь на выполнение своих повседневных обязанностей. Не корите себя, даже если сегодня вы вообще откажетесь подниматься с дивана. 
"
3.11.2014,Козерог,"
В общении с любимым человеком сегодня Козероги будут на удивление милы и тактичны. Зато очень не поздоровится вашим коллегам, которых вы на протяжении целого дня будете ""съедать"" циничными фразами и язвительными насмешками.
"
4.11.2014,Козерог,"
Козерогам сегодня суждено обрести долгожданный мир в отношениях со второй половинкой. Однако, скандал, вспыхнувший несколько дней назад, оставит неприятный осадок и у вас, и у любимого человека.
"
5.11.2014,Козерог,"
Козероги пристально задумаются о своём ближайшем будущем. В преддверье новогодних торжеств вам необходимо ещё многое успеть и, конечно, верно распорядиться ближайшей зарплатой.
"
6.11.2014,Козерог,"
С самого раннего утра Козероги почувствуют небывалый эмоциональный подъём. Доброжелательная улыбка, которую вы не будете снимать вплоть до позднего вечера, станет для вас главным козырем и в общении с начальством, и в процессе сложного разговора со своей второй половинкой.
"
7.11.2014,Козерог,"
Козерогам сегодня можно смело рисковать и вступать в различного рода авантюры. Ваша смелость станет пропуском к тем из благ, которые очень долго казались вам заоблачными мечтами.
"
8.11.2014,Козерог,"
Козерогам в эту субботу удастся отлично расслабиться, вдоволь выспаться и осуществить многие из своих планов на отдых. Единственное, что может испортить вам настроение - мелкий конфликт со второй половинкой, вспыхнувший на почве бытовых разногласий.
"
9.11.2014,Козерог,"
Козерогам  следует призвать на помощь всю свою природную дипломатию. Ситуация, которая возникнет сегодня в ваших домашних стенах, может превратиться в очередной громкий конфликт, если вы не проявите мягкость и готовность идти на уступки.
"
10.11.2014,Козерог,"
Сегодняшний день станет для Козерогов пропуском в мир финансовой стабильности и процветания. Вам удастся добиться расположения очень перспективных партнёров, благодаря чему ваш бизнес выйдет на новый этап своего развития.
"
11.11.2014,Козерог,"
Козерогов сегодняшний день научит считаться с мнением окружающих. Ваш отказ последовать желанию служебного коллектива спровоцирует настоящий ""бунт"" со стороны коллег. Чтобы избежать дальнейших конфликтов, вам всё-таки придётся пойти на уступки. 
"
12.11.2014,Козерог,"
Сегодня Козероги окажутся на пороге крупных жизненных перемен. Известие о смене вышестоящего руководства вызовет у вас и страх, и раздражение. Чтобы не лишиться занимаемой должности, вам следует без промедлений искать пути выхода из этого кризиса.
"
13.11.2014,Козерог,"
Козероги сегодня постараются изолироваться от окружающих. Вам действительно лучше в одиночку вести недавно начатый проект, ведь именно так вы сможете добиться большого успеха и присвоить себе все лавры победителя.
"
14.11.2014,Козерог,"
Козероги сегодня почувствуют острую потребность в наличии рядом единомышленников. В поисках подходящего собеседника вы обзвоните всех друзей, а затем с головой погрузитесь в интернет-переписку.
"
15.11.2014,Козерог,"
Сегодня Козерогам не стоит с головой погружаться в азартные игры. Вы рискуете быстро переступить черту между осторожностью и жаждой лёгкой наживы. Если вы не примите к сведению этот совет, в последствии вам придётся с огромным трудом перекрывать брешь, образовавшуюся в своём бюджете.
"
16.11.2014,Козерог,"
Козерогам  не желательно браться за что-либо ответственное или серьёзное. С самого раннего утра вами овладеет очень весёлый и легкомысленный эмоциональный настрой. В таком состоянии самое правильное для вас - отказаться от дел и отправиться в гости.
"
17.11.2014,Козерог,"
Козероги сегодня предпримут первые шаги на пути к новой жизни. Если вы давно задумались, что ваш нынешний роман себя исчерпал, в этот день вам удастся озвучить свою позицию любимому человеку без каких-либо драм и волнений.
"
18.11.2014,Козерог,"
У Козерогов  единственной неприятностью станет поломка компьютера или другой электроники. Решив, что ремонт - это не ваша стезя, вы будете мирно болтать с коллегами, дожидаясь приезда специалистов.
"
19.11.2014,Козерог,"
Козероги посвятят этот день мучительным поискам истины. Вы захотите узнать, почему ваша вторая половинка так поздно возвращается домой и почему на ваши звонки телефон любимого человека отвечает ""абонент недоступен"".
"
20.11.2014,Козерог,"
Главной ошибкой Козерогов сегодня станет неверно подобранный имидж. После того, как вы появитесь на важном совещании в немыслимом пиджаке или с нелепой причёской, вам придётся долго и упорно восстанавливать свою репутацию серьёзного бизнесмена.
"
21.11.2014,Козерог,"
В эту пятницу Козероги полностью сосредоточатся на делах и забудут про предстоящие выходные. Вас не сможет отвлечь от работы даже телефонный звонок с предложением пораньше вернуться домой, чтобы затем посетить дружескую вечеринку.
"
22.11.2014,Козерог,"
Козерогам в этот день не следует игнорировать советы, полученные от старших членов семьи. Попробуйте прислушаться к мнению мудрых родственников и откройте накопительный счёт вместо того, чтобы бездумно спускать свои деньги.
"
23.11.2014,Козерог,"
Козероги сегодня погрузятся в пучину внутренних страстей и переживаний. Осенняя депрессия заставит вас грустить и по поводу карьерных неудач, и по поводу упущенной возможности построить счастливые личные отношения. 
"
24.11.2014,Козерог,"
Козерогам сегодня придётся сказать категоричное ""нет"" многим давним привычкам. Новое руководство не потерпит ни бестолковую болтовню между коллегами, ни слишком длинный обед, ни другие мероприятия, мешающие нормальной работе.
"
25.11.2014,Козерог,"
Козерогам сегодня много проблем доставит состояние своего здоровья. Вы захотите проигнорировать лёгкую простуду и примитесь за дела, но уже скоро станет понятно, что вам несколько дней придётся провести в постели.
"
26.11.2014,Козерог,"
Сегодняшнему успеху Козерогов поспособствует умение находить общий язык с самыми сложными собеседниками. Ваше красноречие поможет подписать важный контракт или заручиться поддержкой иностранных инвесторов.
"
